user_id,journey_type,source_country,onboarding_channel,traveller_type,device,date,trip_days,onboarding_status,onboarding_duration_sec,kyc_verification_status,kyc_verification_duration_sec,wallet_funding_status,wallet_funding_duration_sec,payment_p2m_status,payment_p2m_duration_sec,authentication_status,authentication_duration_sec,exit_refund_status,exit_refund_duration_sec,final_outcome,drop_stage,drop_reason_category,drop_reason_detail,total_time_minutes,cohort_week,attempt_number,is_repeat,attempt_id
IN-00167,inbound,USA,Hotel Partner Onboarding,Student,iOS,2026-06-28,3,success,18.9,success,23.7,drop_technical_fail,,not_reached,,not_reached,,not_reached,,dropped,wallet_funding,technical_fail,International card declined by issuer (cross-border block),93.0,2026-W26,2,True,IN-00167-A2
IN-00170,inbound,Nepal,Hotel Partner Onboarding,Tourist,iOS,2026-05-30,5,success,52.4,success,,success,,success,,success,,success,,converted,,,,183.9,2026-W22,2,True,IN-00170-A2
IN-00173,inbound,Sri Lanka,Hotel Partner Onboarding,NRI,Android,2026-05-09,10,success,4.3,success,27.9,success,33.8,success,4.2,success,3.2,success,27.2,converted,,,,159.6,2026-W19,2,True,IN-00173-A2
IN-00175,inbound,Australia,Authorized Issuer App,Business Traveller,iOS,2026-05-29,21,success,43.8,success,26.8,success,,success,,success,,success,,converted,,,,149.8,2026-W22,2,True,IN-00175-A2
IN-00182,inbound,UAE,Airport Kiosk,Tourist,Android,2026-05-21,21,success,15.9,success,,success,,success,,success,,success,,converted,,,,108.0,2026-W21,2,True,IN-00182-A2
IN-00183,inbound,Bhutan,Hotel Partner Onboarding,Tourist,Android,2026-06-02,21,success,53.7,success,45.5,success,14.4,success,,success,,success,,converted,,,,188.6,2026-W23,2,True,IN-00183-A2
IN-00189,inbound,Bhutan,Authorized Issuer App,Tourist,Android,2026-05-16,10,drop_user_abandon,18.6,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,user_abandon,Did not discover product before/during trip,6.9,2026-W20,2,True,IN-00189-A2
IN-00198,inbound,Nepal,Hotel Partner Onboarding,NRI,Android,2026-06-20,7,success,36.6,success,,success,,success,,success,,success,,converted,,,,203.1,2026-W25,2,True,IN-00198-A2
IN-00203,inbound,Nepal,Hotel Partner Onboarding,Tourist,iOS,2026-05-05,5,success,47.7,success,47.8,success,,success,,success,,success,,converted,,,,102.7,2026-W19,2,True,IN-00203-A2
IN-00211,inbound,UK,Airport Kiosk,NRI,Android,2026-05-29,14,success,52.8,success,,success,,success,,success,,success,,converted,,,,175.0,2026-W22,2,True,IN-00211-A2
IN-00212,inbound,Mauritius,Authorized Issuer App,Business Traveller,Android,2026-06-05,10,success,8.1,success,,success,,success,,success,,success,,converted,,,,122.6,2026-W23,2,True,IN-00212-A2
IN-00232,inbound,USA,Hotel Partner Onboarding,Tourist,Android,2026-05-29,7,success,26.2,success,72.8,success,,success,,success,,success,,converted,,,,143.7,2026-W22,2,True,IN-00232-A2
IN-00239,inbound,Singapore,Authorized Issuer App,NRI,Android,2026-05-31,5,success,8.7,success,11.1,success,4.8,success,,success,,success,,converted,,,,199.0,2026-W22,2,True,IN-00239-A2
IN-00248,inbound,Singapore,Authorized Issuer App,NRI,iOS,2026-05-19,5,drop_user_abandon,52.4,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,user_abandon,Did not discover product before/during trip,44.4,2026-W21,2,True,IN-00248-A2
IN-00252,inbound,Singapore,Airport Kiosk,Tourist,Android,2026-05-26,7,success,42.4,success,,success,,success,,success,,success,,converted,,,,155.5,2026-W22,2,True,IN-00252-A2
IN-00254,inbound,Singapore,Authorized Issuer App,Tourist,Android,2026-05-13,7,success,17.5,success,,success,,success,,success,,drop_business_decline,,dropped,exit_refund,business_decline,FEMA refund rule required manual review,116.4,2026-W20,2,True,IN-00254-A2
IN-00265,inbound,Singapore,Authorized Issuer App,Student,iOS,2026-05-22,10,success,30.1,success,,success,,success,,success,,success,,converted,,,,280.8,2026-W21,2,True,IN-00265-A2
IN-00266,inbound,Bhutan,Airport Kiosk,NRI,Android,2026-05-16,5,drop_user_abandon,31.8,not_reached,31.6,not_reached,5.7,not_reached,,not_reached,,not_reached,,dropped,onboarding,user_abandon,Did not discover product before/during trip,36.3,2026-W20,2,True,IN-00266-A2
IN-00269,inbound,Nepal,Airport Kiosk,Business Traveller,iOS,2026-06-15,10,drop_technical_fail,46.0,not_reached,8.5,not_reached,14.2,not_reached,31.4,not_reached,11.9,not_reached,,dropped,onboarding,technical_fail,International OTP delivery failure,40.1,2026-W25,2,True,IN-00269-A2
IN-00271,inbound,Bhutan,Airport Kiosk,Tourist,Android,2026-06-05,5,success,23.4,success,,success,,success,,success,,success,,converted,,,,260.6,2026-W23,2,True,IN-00271-A2
IN-00283,inbound,Australia,Authorized Issuer App,Tourist,Android,2026-06-04,7,success,24.3,success,,success,,success,,success,,success,,converted,,,,91.0,2026-W23,2,True,IN-00283-A2
IN-00288,inbound,Mauritius,Airport Kiosk,Tourist,iOS,2026-06-29,5,success,25.9,success,26.6,success,,success,,success,,success,,converted,,,,87.2,2026-W27,2,True,IN-00288-A2
IN-00295,inbound,Mauritius,Authorized Issuer App,Tourist,iOS,2026-06-10,14,success,14.1,success,,success,,success,,success,,success,,converted,,,,171.9,2026-W24,2,True,IN-00295-A2
IN-00299,inbound,USA,Airport Kiosk,NRI,iOS,2026-07-26,5,success,48.2,success,27.7,success,18.9,success,,success,,success,,converted,,,,112.7,2026-W30,2,True,IN-00299-A2
IN-00306,inbound,Nepal,Authorized Issuer App,Business Traveller,iOS,2026-06-05,7,success,56.6,success,,success,,success,,success,,success,,converted,,,,165.7,2026-W23,2,True,IN-00306-A2
IN-00309,inbound,USA,Hotel Partner Onboarding,NRI,Android,2026-06-28,3,drop_technical_fail,75.1,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,technical_fail,International OTP delivery failure,20.0,2026-W26,2,True,IN-00309-A2
IN-00310,inbound,Australia,Hotel Partner Onboarding,Tourist,iOS,2026-05-12,3,success,41.6,success,12.1,success,,success,,success,,success,,converted,,,,158.8,2026-W20,2,True,IN-00310-A2
IN-00311,inbound,Australia,Airport Kiosk,Tourist,Android,2026-06-19,7,success,51.6,success,,success,,success,,success,,success,,converted,,,,132.8,2026-W25,2,True,IN-00311-A2
IN-00316,inbound,Singapore,Authorized Issuer App,Business Traveller,iOS,2026-07-11,14,success,6.9,success,,success,,success,,success,,success,,converted,,,,137.2,2026-W28,2,True,IN-00316-A2
IN-00317,inbound,Nepal,Authorized Issuer App,Tourist,Android,2026-05-05,14,success,46.4,success,18.4,success,,success,,success,,success,,converted,,,,231.3,2026-W19,2,True,IN-00317-A2
IN-00323,inbound,Mauritius,Airport Kiosk,Tourist,Android,2026-06-28,3,success,12.4,success,46.8,success,14.2,success,1.5,drop_user_abandon,8.2,not_reached,40.7,dropped,authentication,user_abandon,PIN format mismatch with home-market expectations,177.2,2026-W26,2,True,IN-00323-A2
IN-00331,inbound,UK,Airport Kiosk,Tourist,Android,2026-06-17,7,success,15.5,success,,success,,success,,success,,success,,converted,,,,116.6,2026-W25,2,True,IN-00331-A2
IN-00333,inbound,Sri Lanka,Authorized Issuer App,Tourist,iOS,2026-07-12,5,success,4.9,success,37.7,success,36.7,success,,success,,success,,converted,,,,210.6,2026-W28,2,True,IN-00333-A2
IN-00338,inbound,Australia,Airport Kiosk,NRI,Android,2026-05-22,3,success,22.0,success,61.4,success,,success,,success,,success,,converted,,,,116.0,2026-W21,2,True,IN-00338-A2
IN-00346,inbound,Mauritius,Airport Kiosk,NRI,iOS,2026-06-12,3,success,32.9,success,28.3,success,,success,,success,,success,,converted,,,,219.3,2026-W24,2,True,IN-00346-A2
IN-00353,inbound,Sri Lanka,Authorized Issuer App,Business Traveller,Android,2026-07-27,7,success,50.1,success,,success,,success,,success,,success,,converted,,,,89.1,2026-W31,2,True,IN-00353-A2
IN-00355,inbound,USA,Airport Kiosk,NRI,Android,2026-06-07,5,success,7.6,success,,success,,success,,success,,success,,converted,,,,78.1,2026-W23,2,True,IN-00355-A2
IN-00358,inbound,USA,Airport Kiosk,Business Traveller,Android,2026-05-30,14,success,31.1,success,8.7,success,,success,,success,,success,,converted,,,,93.2,2026-W22,2,True,IN-00358-A2
IN-00362,inbound,Nepal,Hotel Partner Onboarding,Tourist,Android,2026-05-03,14,success,2.4,success,33.1,drop_technical_fail,,not_reached,,not_reached,,not_reached,,dropped,wallet_funding,technical_fail,International card declined by issuer (cross-border block),184.9,2026-W18,2,True,IN-00362-A2
IN-00363,inbound,Australia,Airport Kiosk,NRI,iOS,2026-07-01,10,success,13.2,success,,success,,success,,success,,success,,converted,,,,254.4,2026-W27,2,True,IN-00363-A2
IN-00371,inbound,Sri Lanka,Authorized Issuer App,NRI,iOS,2026-06-27,14,drop_user_abandon,57.6,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,user_abandon,Did not discover product before/during trip,35.5,2026-W26,2,True,IN-00371-A2
IN-00375,inbound,Sri Lanka,Airport Kiosk,Tourist,Android,2026-06-26,7,drop_technical_fail,48.1,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,technical_fail,International OTP delivery failure,41.8,2026-W26,2,True,IN-00375-A2
IN-00378,inbound,Australia,Hotel Partner Onboarding,Tourist,Android,2026-05-23,7,drop_user_abandon,74.8,not_reached,42.6,not_reached,78.8,not_reached,14.3,not_reached,20.1,not_reached,5.8,dropped,onboarding,user_abandon,Did not discover product before/during trip,41.0,2026-W21,2,True,IN-00378-A2
IN-00379,inbound,Mauritius,Hotel Partner Onboarding,Tourist,Android,2026-06-23,5,success,95.5,success,,success,,success,,success,,success,,converted,,,,113.7,2026-W26,2,True,IN-00379-A2
IN-00386,inbound,Australia,Authorized Issuer App,NRI,Android,2026-05-24,10,success,21.8,success,16.7,success,3.8,success,,success,,success,,converted,,,,119.1,2026-W21,2,True,IN-00386-A2
IN-00388,inbound,France,Hotel Partner Onboarding,Student,iOS,2026-07-21,14,drop_business_decline,42.2,not_reached,28.9,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,business_decline,Source country not in eligible pilot list,34.8,2026-W30,2,True,IN-00388-A2
IN-00391,inbound,Singapore,Airport Kiosk,Business Traveller,iOS,2026-05-09,10,success,58.3,success,13.2,success,34.8,success,1.9,success,10.6,success,,converted,,,,236.1,2026-W19,2,True,IN-00391-A2
IN-00394,inbound,France,Hotel Partner Onboarding,Student,iOS,2026-05-26,5,drop_user_abandon,49.5,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,user_abandon,Did not discover product before/during trip,38.7,2026-W22,2,True,IN-00394-A2
IN-00400,inbound,Bhutan,Airport Kiosk,Tourist,iOS,2026-05-24,7,drop_business_decline,22.9,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,business_decline,Source country not in eligible pilot list,24.4,2026-W21,2,True,IN-00400-A2
IN-00401,inbound,Mauritius,Hotel Partner Onboarding,Tourist,Android,2026-07-11,10,success,17.3,success,48.4,success,40.6,success,21.2,success,7.8,success,,converted,,,,91.1,2026-W28,2,True,IN-00401-A2
IN-00402,inbound,UAE,Airport Kiosk,Business Traveller,Android,2026-07-18,5,success,49.4,success,,success,,success,,success,,success,,converted,,,,147.3,2026-W29,2,True,IN-00402-A2
IN-00404,inbound,France,Authorized Issuer App,Business Traveller,Android,2026-06-01,5,success,11.7,success,84.6,success,,success,,success,,success,,converted,,,,110.3,2026-W23,2,True,IN-00404-A2
IN-00409,inbound,Australia,Authorized Issuer App,NRI,Android,2026-06-02,7,success,30.7,success,28.9,success,19.1,success,,success,,success,,converted,,,,191.4,2026-W23,2,True,IN-00409-A2
IN-00414,inbound,Australia,Authorized Issuer App,Business Traveller,iOS,2026-06-01,3,success,17.8,success,,success,,success,,success,,success,,converted,,,,166.0,2026-W23,2,True,IN-00414-A2
IN-00417,inbound,Sri Lanka,Authorized Issuer App,Tourist,iOS,2026-07-16,3,success,27.5,success,,success,,success,,success,,success,,converted,,,,171.3,2026-W29,2,True,IN-00417-A2
IN-00430,inbound,Mauritius,Authorized Issuer App,Tourist,iOS,2026-05-28,7,success,71.2,success,6.8,success,,success,,success,,success,,converted,,,,139.8,2026-W22,2,True,IN-00430-A2
IN-00435,inbound,Bhutan,Authorized Issuer App,Tourist,iOS,2026-07-08,7,success,3.6,success,,success,,success,,success,,success,,converted,,,,137.2,2026-W28,2,True,IN-00435-A2
IN-00436,inbound,Bhutan,Authorized Issuer App,Tourist,iOS,2026-07-16,5,drop_business_decline,6.6,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,business_decline,Source country not in eligible pilot list,34.7,2026-W29,2,True,IN-00436-A2
IN-00444,inbound,Mauritius,Airport Kiosk,Tourist,iOS,2026-07-21,7,drop_technical_fail,46.9,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,technical_fail,International OTP delivery failure,68.0,2026-W30,2,True,IN-00444-A2
IN-00448,inbound,Bhutan,Airport Kiosk,NRI,iOS,2026-05-30,7,drop_business_decline,27.0,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,business_decline,Source country not in eligible pilot list,58.3,2026-W22,2,True,IN-00448-A2
IN-00451,inbound,France,Airport Kiosk,Tourist,Android,2026-07-22,3,success,30.1,success,,success,,success,,success,,drop_technical_fail,,dropped,exit_refund,technical_fail,Refund automation failed to trigger on trip-end,137.4,2026-W30,2,True,IN-00451-A2
IN-00455,inbound,Australia,Hotel Partner Onboarding,Tourist,Android,2026-05-31,5,success,77.4,success,,success,,success,,success,,success,,converted,,,,86.2,2026-W22,2,True,IN-00455-A2
IN-00456,inbound,UK,Hotel Partner Onboarding,Tourist,Android,2026-07-16,5,success,21.8,success,,success,,success,,success,,success,,converted,,,,77.1,2026-W29,2,True,IN-00456-A2
IN-00457,inbound,Australia,Authorized Issuer App,Business Traveller,Android,2026-07-23,5,drop_business_decline,34.7,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,business_decline,Source country not in eligible pilot list,24.2,2026-W30,2,True,IN-00457-A2
IN-00459,inbound,France,Airport Kiosk,NRI,iOS,2026-06-10,10,success,45.0,success,16.7,success,,success,,success,,success,,converted,,,,125.3,2026-W24,2,True,IN-00459-A2
IN-00460,inbound,Australia,Airport Kiosk,Tourist,iOS,2026-07-20,7,success,24.6,success,54.3,success,,success,,success,,success,,converted,,,,167.6,2026-W30,2,True,IN-00460-A2
IN-00463,inbound,Singapore,Authorized Issuer App,Tourist,Android,2026-06-11,7,success,32.9,success,96.8,success,,success,,success,,success,,converted,,,,95.3,2026-W24,2,True,IN-00463-A2
IN-00464,inbound,Sri Lanka,Airport Kiosk,NRI,Android,2026-07-18,10,drop_business_decline,9.3,not_reached,104.6,not_reached,6.6,not_reached,9.7,not_reached,,not_reached,,dropped,onboarding,business_decline,Source country not in eligible pilot list,18.5,2026-W29,2,True,IN-00464-A2
IN-00465,inbound,Nepal,Airport Kiosk,Student,Android,2026-05-29,5,success,31.2,success,,success,,success,,success,,success,,converted,,,,125.3,2026-W22,2,True,IN-00465-A2
IN-00466,inbound,Nepal,Authorized Issuer App,Business Traveller,Android,2026-06-17,5,success,16.1,success,33.5,success,,success,,success,,success,,converted,,,,140.7,2026-W25,2,True,IN-00466-A2
IN-00485,inbound,Australia,Hotel Partner Onboarding,Tourist,Android,2026-06-14,7,drop_business_decline,58.8,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,business_decline,Source country not in eligible pilot list,7.7,2026-W24,2,True,IN-00485-A2
IN-00486,inbound,Australia,Authorized Issuer App,Tourist,iOS,2026-07-26,5,drop_technical_fail,6.9,not_reached,89.3,not_reached,7.5,not_reached,,not_reached,,not_reached,,dropped,onboarding,technical_fail,International OTP delivery failure,22.5,2026-W30,2,True,IN-00486-A2
IN-00491,inbound,France,Authorized Issuer App,Tourist,iOS,2026-06-07,5,success,38.7,success,,success,,success,,success,,success,,converted,,,,243.9,2026-W23,2,True,IN-00491-A2
IN-00499,inbound,Bhutan,Airport Kiosk,NRI,Android,2026-05-27,5,success,19.6,success,,success,,success,,success,,success,,converted,,,,119.9,2026-W22,2,True,IN-00499-A2
